,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address
0,rjUOwXNxsg0tstFssAjfsQ,luna-mexican-kitchen-the-alameda-san-jose,LUNA Mexican Kitchen - The Alameda,https://s3-media1.fl.yelpcdn.com/bphoto/JjzG0auXHdUing7hHn7keQ/o.jpg,False,https://www.yelp.com/biz/luna-mexican-kitchen-the-alameda-san-jose?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1933,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",4.0,"['pickup', 'delivery']",$$,+14083202654,(408) 320-2654,3303.251803452952,37.33399,-121.915279,1495 The Alameda,,,San Jose,95126,US,CA,"['1495 The Alameda', 'San Jose, CA 95126']"
1,CWb2lApN-MvcmzdPp_9jpA,tacos-el-compa-taqueria-san-jose,Tacos El Compa Taqueria,https://s3-media2.fl.yelpcdn.com/bphoto/AhZUpwcxsO9nZUhVl74Ahg/o.jpg,False,https://www.yelp.com/biz/tacos-el-compa-taqueria-san-jose?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,729,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$$,+14086228035,(408) 622-8035,7684.810741399443,37.2473719369747,-121.885735362849,1321 Blossom Hill Rd,,,San Jose,95118,US,CA,"['1321 Blossom Hill Rd', 'San Jose, CA 95118']"
2,Mvbq_Ai-QvIx7ceIUtC4pg,mariscos-costa-alegre-san-jose,Mariscos Costa Alegre,https://s3-media2.fl.yelpcdn.com/bphoto/OO84i3fKkvy9dVXi2bVnYw/o.jpg,False,https://www.yelp.com/biz/mariscos-costa-alegre-san-jose?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,454,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,['delivery'],$$,+14082805014,(408) 280-5014,4675.780744223182,37.35830364607693,-121.8905692,855 N13th St,,,San Jose,95112,US,CA,"['855 N13th St', 'San Jose, CA 95112']"
3,c9qGM2nyFIVEg5OSqP6lIg,la-cueva-mex-grill-saratoga-2,La Cueva Mex Grill,https://s3-media4.fl.yelpcdn.com/bphoto/rueGniPSX_AFDBLMQonMqw/o.jpg,False,https://www.yelp.com/biz/la-cueva-mex-grill-saratoga-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1064,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]",4.5,['delivery'],$$,+14085178603,(408) 517-8603,10060.728966983577,37.2918434,-121.9941259,18486 Prospect Rd,,,Saratoga,95070,US,CA,"['18486 Prospect Rd', 'Saratoga, CA 95070']"
4,2DdFMCfDdFXLjp9vKdGJZw,mextizo-restaurant-and-cantina-san-jose,Mextizo Restaurant & Cantina,https://s3-media2.fl.yelpcdn.com/bphoto/ovYmfAcwDOcAyquqRCccNw/o.jpg,False,https://www.yelp.com/biz/mextizo-restaurant-and-cantina-san-jose?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,474,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}]",4.0,"['restaurant_reservation', 'delivery']",$$,+14088664176,(408) 866-4176,9425.36202902572,37.294688,-121.988046,1502 Saratoga Ave,,,San Jose,95129,US,CA,"['1502 Saratoga Ave', 'San Jose, CA 95129']"
5,exmnsc3xUR-GbwppCX_8FA,casa-azteca-milpitas,Casa Azteca,https://s3-media2.fl.yelpcdn.com/bphoto/VVJ2lrwt_iCnZzrA1jce5g/o.jpg,False,https://www.yelp.com/biz/casa-azteca-milpitas?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,804,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['pickup'],$$,+14089460466,(408) 946-0466,13000.841568897857,37.431847,-121.908976,20 N Abel St,,,Milpitas,95035,US,CA,"['20 N Abel St', 'Milpitas, CA 95035']"
6,djU4sbbnEzbUOB2uJy5MjA,olla-cocina-san-jose-2,Olla Cocina,https://s3-media2.fl.yelpcdn.com/bphoto/q_OzHS59Mz0_IMp0JXyKCQ/o.jpg,False,https://www.yelp.com/biz/olla-cocina-san-jose-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,600,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.0,['delivery'],$$,+14086067999,(408) 606-7999,2230.9955375728186,37.33542,-121.89344,17 North San Pedro St,,,San Jose,95110,US,CA,"['17 North San Pedro St', 'San Jose, CA 95110']"
7,AB7APeRteIsxyoqjYFcrxQ,chavelas-restaurant-san-jose,Chavelas Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/O16CI1UYRWGgbsAnp0BkBw/o.jpg,False,https://www.yelp.com/biz/chavelas-restaurant-san-jose?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,326,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$$,+14085648470,(408) 564-8470,800.1393585777564,37.3219760070575,-121.879228583685,960 S 1st St,,,San Jose,95110,US,CA,"['960 S 1st St', 'San Jose, CA 95110']"
8,fVGN3trS_Qe58lNtnRL_Jw,tacos-a-la-parrilla-san-jose,Tacos A La Parrilla,https://s3-media2.fl.yelpcdn.com/bphoto/Rv9lHtXuM4ldzknRoFxlaw/o.jpg,False,https://www.yelp.com/biz/tacos-a-la-parrilla-san-jose?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,353,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"['pickup', 'delivery']",$,+14082706220,(408) 270-6220,6659.260562053227,37.3116332741621,-121.810017563403,2980 Aborn Square Rd,,,San Jose,95121,US,CA,"['2980 Aborn Square Rd', 'San Jose, CA 95121']"
9,xjMeVFpOFtGsSqgWYMs9Qg,zona-rosa-san-jose,Zona Rosa,https://s3-media3.fl.yelpcdn.com/bphoto/-0K0DsDYDZcdD70DMINAZQ/o.jpg,False,https://www.yelp.com/biz/zona-rosa-san-jose?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1187,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"['pickup', 'restaurant_reservation', 'delivery']",$$,+14082751411,(408) 275-1411,3162.77421673979,37.3330684770691,-121.914127461814,1411 The Alameda,,,San Jose,95126,US,CA,"['1411 The Alameda', 'San Jose, CA 95126']"
